name,group,entity,window,range,missing,purpose,spec_ref,config,observed_min,observed_max,missing_rate,n_unique
card_merchant_spread_300s,merchant,card_fingerprint,300,"[0, 1]",NaN with fewer than 2 prior transactions for this entity in the window,"distinct prior merchants divided by prior transactions for this card: 1.0 means every attempt hit a different merchant, low values mean repeated activity at the same merchant. Zero denominator is explicitly NaN.",MERCHANT.cross_merchant_spread,windows_s;min_prior_for_ratio;eps,1.0,1.0,0.9966115520973865,1
card_merchant_entropy_300s,merchant,card_fingerprint,300,"[0, 1]",NaN with fewer than 2 distinct prior merchants for this entity,normalised Shannon entropy of this card's prior transactions across distinct merchants inside the window (entity -> merchant dispersion). High = evenly spread across merchants; low = concentrated on one merchant.,MERCHANT.dispersion_entropy,windows_s;min_distinct_for_entropy,1.0,1.0,0.9966115520973865,1
device_distinct_merchants_300s,merchant,device_fingerprint,300,"[0, inf)",never missing; 0 means no prior merchant for this entity in the window,distinct prior merchants touched by this device inside the window (cross-merchant reach),MERCHANT.distinct_merchants_device;DEVICE.distinct_merchants,windows_s,0.0,6.0,0.0,7
device_merchant_spread_300s,merchant,device_fingerprint,300,"[0, 1]",NaN with fewer than 2 prior transactions for this entity in the window,"distinct prior merchants divided by prior transactions for this device: 1.0 means every attempt hit a different merchant, low values mean repeated activity at the same merchant. Zero denominator is explicitly NaN.",MERCHANT.cross_merchant_spread,windows_s;min_prior_for_ratio;eps,1.0,1.0,0.9785712044677313,1
device_merchant_entropy_300s,merchant,device_fingerprint,300,"[0, 1]",NaN with fewer than 2 distinct prior merchants for this entity,normalised Shannon entropy of this device's prior transactions across distinct merchants inside the window (entity -> merchant dispersion). High = evenly spread across merchants; low = concentrated on one merchant.,MERCHANT.dispersion_entropy,windows_s;min_distinct_for_entropy,1.0,1.0,0.9785712044677313,1
ip_distinct_merchants_300s,merchant,ip_signature,300,"[0, inf)",never missing; 0 means no prior merchant for this entity in the window,distinct prior merchants touched by this ip inside the window (cross-merchant reach),MERCHANT.distinct_merchants_ip,windows_s,0.0,8.0,0.0,9
ip_merchant_spread_300s,merchant,ip_signature,300,"[0, 1]",NaN with fewer than 2 prior transactions for this entity in the window,"distinct prior merchants divided by prior transactions for this ip: 1.0 means every attempt hit a different merchant, low values mean repeated activity at the same merchant. Zero denominator is explicitly NaN.",MERCHANT.cross_merchant_spread,windows_s;min_prior_for_ratio;eps,0.5,1.0,0.9637624321526057,7
ip_merchant_entropy_300s,merchant,ip_signature,300,"[0, 1]",NaN with fewer than 2 distinct prior merchants for this entity,normalised Shannon entropy of this ip's prior transactions across distinct merchants inside the window (entity -> merchant dispersion). High = evenly spread across merchants; low = concentrated on one merchant.,MERCHANT.dispersion_entropy,windows_s;min_distinct_for_entropy,0.9182958340544898,1.0,0.9644840460577918,8
merchant_related_devices_300s,merchant,merchant_id,300,"[0, inf)",never missing; 0 means no such device at this merchant in the window,"distinct devices with prior activity at THIS merchant inside the window that also touched at least 2 distinct merchants inside the same window. Behavioural precursor to the graph layer; a raw count, pair it with mer_txn_count.",MERCHANT.related_entities,windows_s;related_entity_min_merchants,0.0,2.0,0.0,3
merchant_related_ips_300s,merchant,merchant_id,300,"[0, inf)",never missing; 0 means no such IP at this merchant in the window,same measure for ip_signature: distinct IPs with prior activity at this merchant inside the window that also touched at least 2 distinct merchants.,MERCHANT.related_entities,windows_s;related_entity_min_merchants,0.0,2.0,0.0,3
mer_txn_count_1200s,merchant,merchant_id,1200,"[0, inf)",never missing; 0 means no prior transaction at this merchant in the window,"prior transactions at THIS merchant inside the window. Emitted as the scale for the related-entity counts below, which are raw counts and are not interpretable without the merchant's own window volume.",CONTEXT.merchant_window_txn_count,windows_s,0.0,60.0,0.0,61
card_distinct_merchants_1200s,merchant,card_fingerprint,1200,"[0, inf)",never missing; 0 means no prior merchant for this entity in the window,distinct prior merchants touched by this card inside the window (cross-merchant reach),MERCHANT.distinct_merchants_card,windows_s,0.0,3.0,0.0,4
card_merchant_spread_1200s,merchant,card_fingerprint,1200,"[0, 1]",NaN with fewer than 2 prior transactions for this entity in the window,"distinct prior merchants divided by prior transactions for this card: 1.0 means every attempt hit a different merchant, low values mean repeated activity at the same merchant. Zero denominator is explicitly NaN.",MERCHANT.cross_merchant_spread,windows_s;min_prior_for_ratio;eps,1.0,1.0,0.9962978069212186,1
card_merchant_entropy_1200s,merchant,card_fingerprint,1200,"[0, 1]",NaN with fewer than 2 distinct prior merchants for this entity,normalised Shannon entropy of this card's prior transactions across distinct merchants inside the window (entity -> merchant dispersion). High = evenly spread across merchants; low = concentrated on one merchant.,MERCHANT.dispersion_entropy,windows_s;min_distinct_for_entropy,1.0,1.0,0.9962978069212186,1
device_distinct_merchants_1200s,merchant,device_fingerprint,1200,"[0, inf)",never missing; 0 means no prior merchant for this entity in the window,distinct prior merchants touched by this device inside the window (cross-merchant reach),MERCHANT.distinct_merchants_device;DEVICE.distinct_merchants,windows_s,0.0,6.0,0.0,7
device_merchant_spread_1200s,merchant,device_fingerprint,1200,"[0, 1]",NaN with fewer than 2 prior transactions for this entity in the window,"distinct prior merchants divided by prior transactions for this device: 1.0 means every attempt hit a different merchant, low values mean repeated activity at the same merchant. Zero denominator is explicitly NaN.",MERCHANT.cross_merchant_spread,windows_s;min_prior_for_ratio;eps,0.5,1.0,0.9751827565651178,2
device_merchant_entropy_1200s,merchant,device_fingerprint,1200,"[0, 1]",NaN with fewer than 2 distinct prior merchants for this entity,normalised Shannon entropy of this device's prior transactions across distinct merchants inside the window (entity -> merchant dispersion). High = evenly spread across merchants; low = concentrated on one merchant.,MERCHANT.dispersion_entropy,windows_s;min_distinct_for_entropy,1.0,1.0,0.9752141310827346,1
ip_distinct_merchants_1200s,merchant,ip_signature,1200,"[0, inf)",never missing; 0 means no prior merchant for this entity in the window,distinct prior merchants touched by this ip inside the window (cross-merchant reach),MERCHANT.distinct_merchants_ip,windows_s,0.0,8.0,0.0,9
ip_merchant_spread_1200s,merchant,ip_signature,1200,"[0, 1]",NaN with fewer than 2 prior transactions for this entity in the window,"distinct prior merchants divided by prior transactions for this ip: 1.0 means every attempt hit a different merchant, low values mean repeated activity at the same merchant. Zero denominator is explicitly NaN.",MERCHANT.cross_merchant_spread,windows_s;min_prior_for_ratio;eps,0.5,1.0,0.946537821980987,23
ip_merchant_entropy_1200s,merchant,ip_signature,1200,"[0, 1]",NaN with fewer than 2 distinct prior merchants for this entity,normalised Shannon entropy of this ip's prior transactions across distinct merchants inside the window (entity -> merchant dispersion). High = evenly spread across merchants; low = concentrated on one merchant.,MERCHANT.dispersion_entropy,windows_s;min_distinct_for_entropy,0.8962406251802889,1.0,0.9467574436043046,71
merchant_related_devices_1200s,merchant,merchant_id,1200,"[0, inf)",never missing; 0 means no such device at this merchant in the window,"distinct devices with prior activity at THIS merchant inside the window that also touched at least 2 distinct merchants inside the same window. Behavioural precursor to the graph layer; a raw count, pair it with mer_txn_count.",MERCHANT.related_entities,windows_s;related_entity_min_merchants,0.0,3.0,0.0,4
merchant_related_ips_1200s,merchant,merchant_id,1200,"[0, inf)",never missing; 0 means no such IP at this merchant in the window,same measure for ip_signature: distinct IPs with prior activity at this merchant inside the window that also touched at least 2 distinct merchants.,MERCHANT.related_entities,windows_s;related_entity_min_merchants,0.0,3.0,0.0,4
vel_card_count_30s,velocity,card_fingerprint,30,"[0, inf)",never missing; 0 means no prior transaction for this entity in the window,rolling count of PRIOR card transactions inside the window. With a fixed window this is also the card velocity (transactions per 30s).,VELOCITY.rolling_count_card,windows_s,0.0,3.0,0.0,4
vel_card_count_120s,velocity,card_fingerprint,120,"[0, inf)",never missing; 0 means no prior transaction for this entity in the window,rolling count of PRIOR card transactions inside the window. With a fixed window this is also the card velocity (transactions per 120s).,VELOCITY.rolling_count_card,windows_s,0.0,3.0,0.0,4
vel_card_count_300s,velocity,card_fingerprint,300,"[0, inf)",never missing; 0 means no prior transaction for this entity in the window,rolling count of PRIOR card transactions inside the window. With a fixed window this is also the card velocity (transactions per 300s).,VELOCITY.rolling_count_card,windows_s,0.0,3.0,0.0,4
vel_card_count_1200s,velocity,card_fingerprint,1200,"[0, inf)",never missing; 0 means no prior transaction for this entity in the window,rolling count of PRIOR card transactions inside the window. With a fixed window this is also the card velocity (transactions per 1200s).,VELOCITY.rolling_count_card,windows_s,0.0,3.0,0.0,4
vel_card_burst_density_30s_1200s,velocity,card_fingerprint,"(30, 1200)","[0, inf)",NaN when this entity has no prior transaction inside the 1200s window,rate-normalised ratio of card activity in the narrowest window to the widest window: > 1 means the entity's activity is accelerating into the present,VELOCITY.burst_density,windows_s,0.0,40.0,0.964923289304427,4
vel_device_count_30s,velocity,device_fingerprint,30,"[0, inf)",never missing; 0 means no prior transaction for this entity in the window,rolling count of PRIOR device transactions inside the window. With a fixed window this is also the device velocity (transactions per 30s).,VELOCITY.rolling_count_device;DEVICE.txn_count;DEVICE.velocity,windows_s,0.0,6.0,0.0,7
vel_device_count_120s,velocity,device_fingerprint,120,"[0, inf)",never missing; 0 means no prior transaction for this entity in the window,rolling count of PRIOR device transactions inside the window. With a fixed window this is also the device velocity (transactions per 120s).,VELOCITY.rolling_count_device;DEVICE.txn_count;DEVICE.velocity,windows_s,0.0,6.0,0.0,7
vel_device_count_300s,velocity,device_fingerprint,300,"[0, inf)",never missing; 0 means no prior transaction for this entity in the window,rolling count of PRIOR device transactions inside the window. With a fixed window this is also the device velocity (transactions per 300s).,VELOCITY.rolling_count_device;DEVICE.txn_count;DEVICE.velocity,windows_s,0.0,6.0,0.0,7
vel_device_count_1200s,velocity,device_fingerprint,1200,"[0, inf)",never missing; 0 means no prior transaction for this entity in the window,rolling count of PRIOR device transactions inside the window. With a fixed window this is also the device velocity (transactions per 1200s).,VELOCITY.rolling_count_device;DEVICE.txn_count;DEVICE.velocity,windows_s,0.0,6.0,0.0,7
vel_device_burst_density_30s_1200s,velocity,device_fingerprint,"(30, 1200)","[0, inf)",NaN when this entity has no prior transaction inside the 1200s window,rate-normalised ratio of device activity in the narrowest window to the widest window: > 1 means the entity's activity is accelerating into the present,VELOCITY.burst_density,windows_s,0.0,40.0,0.9349606249803909,14
vel_ip_count_30s,velocity,ip_signature,30,"[0, inf)",never missing; 0 means no prior transaction for this entity in the window,rolling count of PRIOR ip transactions inside the window. With a fixed window this is also the ip velocity (transactions per 30s).,VELOCITY.rolling_count_ip,windows_s,0.0,8.0,0.0,9
vel_ip_count_120s,velocity,ip_signature,120,"[0, inf)",never missing; 0 means no prior transaction for this entity in the window,rolling count of PRIOR ip transactions inside the window. With a fixed window this is also the ip velocity (transactions per 120s).,VELOCITY.rolling_count_ip,windows_s,0.0,8.0,0.0,9
vel_ip_count_300s,velocity,ip_signature,300,"[0, inf)",never missing; 0 means no prior transaction for this entity in the window,rolling count of PRIOR ip transactions inside the window. With a fixed window this is also the ip velocity (transactions per 300s).,VELOCITY.rolling_count_ip,windows_s,0.0,8.0,0.0,9
vel_ip_count_1200s,velocity,ip_signature,1200,"[0, inf)",never missing; 0 means no prior transaction for this entity in the window,rolling count of PRIOR ip transactions inside the window. With a fixed window this is also the ip velocity (transactions per 1200s).,VELOCITY.rolling_count_ip,windows_s,0.0,16.0,0.0,17
vel_ip_burst_density_30s_1200s,velocity,ip_signature,"(30, 1200)","[0, inf)",NaN when this entity has no prior transaction inside the 1200s window,rate-normalised ratio of ip activity in the narrowest window to the widest window: > 1 means the entity's activity is accelerating into the present,VELOCITY.burst_density,windows_s,0.0,40.0,0.896401342829354,29
dec_card_rate_30s,decline,card_fingerprint,30,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this card inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_card,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.3333333333333333,1.0,0.9998745019295329,3
dec_device_rate_30s,decline,device_fingerprint,30,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this device inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_device,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.0,1.0,0.9915916292786998,12
dec_ip_rate_30s,decline,ip_signature,30,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this ip inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_ip,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.0,1.0,0.988705173657955,19
dec_merchant_rate_30s,decline,merchant_id,30,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this merchant inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_merchant,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.0,0.6666666666666666,0.9902738995387946,11
dec_card_rate_120s,decline,card_fingerprint,120,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this card inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_card,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.3333333333333333,1.0,0.9998745019295329,3
dec_device_rate_120s,decline,device_fingerprint,120,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this device inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_device,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.0,1.0,0.9892071659398237,12
dec_ip_rate_120s,decline,ip_signature,120,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this ip inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_ip,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.0,1.0,0.9846264863677721,19
dec_merchant_rate_120s,decline,merchant_id,120,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this merchant inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_merchant,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.0,0.6666666666666666,0.9760926175760047,25
dec_card_rate_300s,decline,card_fingerprint,300,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this card inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_card,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.3333333333333333,1.0,0.9998745019295329,3
dec_device_rate_300s,decline,device_fingerprint,300,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this device inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_device,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.0,1.0,0.9886424246227214,12
dec_ip_rate_300s,decline,ip_signature,300,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this ip inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_ip,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.0,1.0,0.9797006871019358,19
dec_merchant_rate_300s,decline,merchant_id,300,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this merchant inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_merchant,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.0,0.6666666666666666,0.9730806638847928,67
dec_card_rate_1200s,decline,card_fingerprint,1200,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this card inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_card,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.3333333333333333,1.0,0.9998745019295329,3
dec_device_rate_1200s,decline,device_fingerprint,1200,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this device inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_device,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.0,1.0,0.9860383396605277,12
dec_ip_rate_1200s,decline,ip_signature,1200,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this ip inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_ip,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.0,1.0,0.9593699996862548,33
dec_merchant_rate_1200s,decline,merchant_id,1200,"[0, 1]",NaN with fewer than 3 prior transactions for this entity in the window,prior declined transactions divided by prior transactions for this merchant inside the window. The current transaction's own auth_outcome is excluded.,DECLINE.rate_merchant,windows_s;min_history;auth_approved_tokens;auth_declined_tokens;eps,0.0,1.0,0.8777021303297462,128
